,noc,name,lnk,dis,Date of Birth,Age,Gender,Sport Class,Languages spoken,Birth Country,Debut,Ambition,Hero,Influence,Philosophy,Award,Injuries
2109,MLT,KRAVCHENKO Vladyslava,../../../en/results/swimming/athlete-profile-n1715384-kravchenko-vladyslava.htm,SWM, 18 Jul 1991,30.0, Female, S5,"English, French, Maltese, Russian, Ukrainian","
 Ukraine",,,"US Para swimmers Jessica Long and Mallory Weggemann. (maltatoday.com.mt, 21 Jan 2020)",,"""Don't take no for an answer if you really believe in something and want to achieve it."" (maltatoday.com.mt, 21 Jan 2020)","In 2017 she was awarded the Queen's Young Leaders Award in recognition of her work to promote Para sports. (maltatoday.com.mt, 21 Jan 2020)",
2110,GER,KRAWZOW Elena,../../../en/results/swimming/athlete-profile-n1366541-krawzow-elena.htm,SWM, 26 Oct 1993,27.0, Female," SB13,S13","English, German, Russian","
 Kazakhstan","2011 for Germany (Athlete, 15 Aug 2018)","To compete at the 2020 Paralympic Games in Tokyo. (rbb24.de, 14 Apr 2019)",,,"""You need to work hard, nobody else will do it for you."" (Athlete, 04 Dec 2017)","She won the Berlin Athlete of the Year award at the Berlin Champions 2019 Gala in Germany. (tagesspiegel.de, 14 Dec 2019)","In June 2020 she underwent surgery due to instability in her left shoulder. She was back in the pool in July 2020. (Instagram profile, 22 Jun 2020; abendzeitung-muenchen.de, 30 Oct 2020)"
2111,DEN,KRISTENSEN Katrine,../../../en/results/equestrian/athlete-profile-n1449642-kristensen-katrine.htm,EQU, 23 Jan 1996,25.0, Female, GII,"Danish, English, German","
 Denmark",,,,,,,
2112,RPC,KRIVSHINA Anna,../../../en/results/swimming/athlete-profile-n1309722-krivshina-anna.htm,SWM, 15 May 1996,25.0, Female, S13,Russian,"
 Russian Federation","2013 for Russia, World Championships in Montreal, Canada (Athlete, 02 Apr 2015)","To win gold at the 2020 Paralympic Games in Tokyo. (Athlete, 12 Mar 2021)","Russian Para swimmer Oxana Savchenko. (Athlete, 02 Apr 2015)","Her mother. (Athlete, 26 Feb 2020)",,"She received the Overcoming prize as the Best Female Para Athlete of the Year at the 2016 National Sports Awards organised by the Ministry of Sport of the Russian Federation. (ria.ru, 14 Dec 2016)",
2113,DEN,KRUGER Jesper Ring,../../../en/results/wheelchair-rugby/athlete-profile-n1449629-kruger-jesper-ring.htm,WRU, 15 Jul 1989,32.0, Male, 1.0,Danish,,,,,,,,
2114,GER,KRUGER Katharina,../../../en/results/wheelchair-tennis/athlete-profile-n1406641-kruger-katharina.htm,WTE, 3 Jan 1990,31.0, Female, WT,"English, French, German","
 Germany","2003 for Germany (hobbymap.de, 26 Apr 2010)","To compete at the 2020 Paralympic Games in Tokyo. (dtb-tennis.de, 10 Dec 2020)","Dutch wheelchair tennis player Esther Vergeer. (Athlete, 11 Aug 2015)","Her parents. (Athlete, 11 Aug 2015)",,,
2115,NED,KRUGER Lisa,../../../en/results/swimming/athlete-profile-n1706387-kruger-lisa.htm,SWM, 4 Sep 2000,21.0, Female," S10,SB9,SM10","Dutch, English","
 Netherlands",,"To win multiple medals at the 2020 Paralympic Games in Tokyo. (Instagram profile, 02 Nov 2019)",,,,"She was named Sportswoman of the Year at the 2018 and 2019 Harderwijk Sports Awards in the Netherlands. (lisakruger.nl, 08 Dec 2020; hetkontaktharderwijk.nl, 19 Jan 2019)","In January 2015 she contracted pneumonia during a training camp in Hungary and was admitted to hospital in Debrecen, Hungary. She was unable to train for a week. (hetkontaktveluwsnieuwsblad.nl, 02 Feb 2015)"
2116,RSA,KRUGER Simone,../../../en/results/athletics/athlete-profile-n1340195-kruger-simone.htm,ATH, 14 Jan 2005,16.0, Female, F38,"Afrikaans, English","
 South Africa",,"To compete at the 2020 Paralympic Games in Tokyo, and to set a new world record and win a gold medal at the Paralympic Games. (paralympic.org, 28 Jul 2019)",,,,,
2117,THA,KRUNGGET Pichet,../../../en/results/athletics/athlete-profile-n1726579-krungget-pichet.htm,ATH, 16 Mar 1975,46.0, Male, T53,Thai,"
 Thailand","2001 for Thailand (Athlete, 14 Jul 2017)","To compete at the 2020 Paralympic Games in Tokyo. (Facebook page, 04 Feb 2018)",,,,"In 2006 he was named Outstanding Para Athlete of the Year in Thailand. (volleynbc.blogspot.com, 16 Aug 2007)",
2118,RPC,KRUPIN Anatolii,../../../en/results/sitting-volleyball/athlete-profile-n1292238-krupin-anatolii.htm,VBS, 5 Feb 1984,37.0, Male, VS1,Russian,"
 Russian Federation",,"To win a medal at the Paralympic Games. (Athlete, 17 Mar 2020)","Russian volleyball players Maksim Mikhaylov and Dmitriy Muserskiy. (Athlete, 17 Mar 2020)","His friend Sergey Leontyev. (Athlete, 17 Mar 2020)","""It is very hard for a disabled person to find their path in the world. I didn't want to become a prisoner of these circumstances so I decided to make use of my abilities and achieve an interesting and full life."" (kushva-online.ru, 27 Oct 2011)","He has received the title of Master of Sport of International Class in the Russian Federation. (minsport.gov.ru, 25 Dec 2020; Athlete, 17 Mar 2020)",
2119,GER,KRUSE Kai-Kristian,../../../en/results/cycling-track/athlete-profile-n1371937-kruse-kai-kristian.htm,CTR, 19 Aug 1991,30.0, Male, B,"English, German","
 Germany",,"To compete at the 2020 Paralympic Games in Tokyo. (kai-kruse.de, 03 Oct 2018)",,,,,
2120,RPC,KRUTOVA Elena,../../../en/results/archery/athlete-profile-n1346724-krutova-elena.htm,ARC, 19 May 1980,41.0, Female, W1,Russian,,,"To win a medal at the Paralympic Games. (tvpodolsk.ru, 17 Jun 2019)",,,,"In 2020 she was given the Return to Life Award by the Russian Paralympic Committee. (paralymp.ru, 27 Feb 2020)",
2121,RPC,KRYLOV Leonid,../../../en/results/canoe-sprint/athlete-profile-n1303300-krylov-leonid.htm,CSP, 2 Feb 1980,41.0, Male, KL3,"English, Russian","
 Russian Federation",,"To win a medal at the 2020 Paralympic Games in Tokyo. (Athlete, 12 Mar 2020)","Norwegian paddler Knut Holmann. (Athlete, 12 Mar 2020)","His coach Evgeny Soldatkin. (Athlete, 12 Mar 2020)",,"He has received the title of Honoured Master of Sport in the Russian Federation. (minsport.gov.ru, 30 Dec 2019)",
2122,UKR,KRYPAK Maksym,../../../en/results/swimming/athlete-profile-n1347466-krypak-maksym.htm,SWM, 23 May 1995,26.0, Male," S10,SM10","Russian, Ukrainian","
 Ukraine",,"To improve his achievements from the 2016 Paralympic Games in Rio de Janeiro at the 2020 Paralympic Games in Tokyo. (Athlete, 03 Jun 2020)","US swimmer Michael Phelps. (kp.ua, 25 Mar 2017)","His father, and his coach Vasyl Keke. (Athlete, 13 Aug 2018)","""If you have a dream, you need to fully invest in it, and then everything will work out."" (kp.ua, 25 Mar 2017)","For his performance at the 2016 Paralympic Games in Rio de Janeiro, he received the Order for Merits [third grade] of Ukraine. (president.gov.ua, 04 Oct 2016)",
2123,TUN,KTILA Walid,../../../en/results/athletics/athlete-profile-n1475810-ktila-walid.htm,ATH, 20 Jul 1985,36.0, Male, T34,"Arabic, French","
 Tunisia","2004 for Tunisia (Athlete, 15 Jul 2017)",,"Tunisian swimmer Oussama Mellouli, Swiss wheelchair racer Heinz Frei, British wheelchair racer David Weir, Australian wheelchair racer Kurt Fearnley. (Athlete, 15 Jul 2017; paralympic.org, 15 Mar 2015)","Coach Abdallah Mechraoui. (Athlete, 15 Jul 2017)",,"He was named Para Athlete of the Year in 2015 and 2017 at the Tunis Afrique Presse Awards. (tap.info.tn, 23 Jan 2016; tunisports.net, 28 Dec 2017)",
2124,POL,KUBAS Kamila,../../../en/results/canoe-sprint/athlete-profile-n1725974-kubas-kamila.htm,CSP, 13 May 1983,38.0, Female, KL2,Polish,,,"To win a medal at the 2020 Paralympic Games in Tokyo. (fundacjahasco-lek.pl, 28 Aug 2020)",,,"""Nothing is impossible in life, there are only difficult situations. From each moment like these I try to learn something positive. Sometimes it takes a day or two to think about a solution. Later, solutions often show up themselves. I always follow the motto. 'You are as strong as your weakest point'."" (fundacjahasco-lek.pl, 28 Aug 2020)",,"In 2016 she was presented with the Bronze Cross of Merit in Poland. (prezydent.pl, 05 Oct 2016)"
2125,RPC,KUBASOV Artur,../../../en/results/swimming/athlete-profile-n1309723-kubasov-artur.htm,SWM, 28 Aug 2001,20.0, Male, S5,Russian,"
 Russian Federation",,"To compete at the 2020 Paralympic Games in Tokyo. (Athlete, 10 Mar 2021)",,,,"In 2019 he received the title of Master of Sport in the Russian Federation. (sporting.ru, 28 Nov 2019)",
2126,JPN,KUBO Kozo,../../../en/results/athletics/athlete-profile-n1727709-kubo-kozo.htm,ATH, 27 May 1981,40.0, Male, T54,Japanese,"
 Japan",,"To compete at the 2020 Paralympic Games in Tokyo. (city.shinagawa.tokyo.jp, 29 Jun 2016)","Swiss wheelchair racer Heinz Frei. (Athlete, 16 Jul 2013)",,"""There is no choice but to do it."" (Athlete, 16 Jul 2013)","In May 2014 he was presented with the Hokkaido Honorary Award in Japan. (daily.co.jp, 30 May 2014)","In February 2019, he ruptured his right wrist ligaments when fellow Para athlete Tatsuya Ito wrenched his wrist by showing him some aikido moves during training in Dubai, United Arab Emirates. He was supposed to undergo surgery, but decided to avoid it due to the long recovery period ahead of the 2020 Paralympic Games in Tokyo. He required around five months of rehabilitation. (mainichi.jp, 31 Jul 2019; yahoo.co.jp, 27 Jun 2019; sankei.com, 27 Jun 2019)"
2127,JPN,KUBOTA Kota,../../../en/results/swimming/athlete-profile-n1720239-kubota-kota.htm,SWM, 6 Mar 2000,21.0, Male, S8,Japanese,"
 Japan",,"To win a medal at the 2020 Paralympic Games in Tokyo. (chiba-jonetsu-athlete.com, 2017; parasapo.tokyo, 29 Jun 2018)",,,,"In 2019 he received a Citation Award from the Governor of the Chiba Prefecture in Japan. (tokyo-np.co.jp, 11 Jan 2019)'",
2128,POL,KUCHARCZYK Karolina,../../../en/results/athletics/athlete-profile-n1377347-kucharczyk-karolina.htm,ATH, 24 Apr 1991,30.0, Female, T20,Polish,"
 Poland",,"To win a gold medal at the 2020 Paralympic Games in Tokyo, and to set a new world record. (radiopoznan.fm, 08 Jan 2020)",,"Her family, and coach Boguslaw Jusiak. ""He [Jusiak] is like a second father."" (niepelnosprawni.pl, 19 Jan 2016; paralympic.org.pl, 14 Nov 2019)",,"She has twice been awarded the Gold Cross of Merit by the president of Poland, in 2013 and 2016. (prezydent.pl, 07 Feb 2013, 05 Oct 2016)","In July and August 2019 she was impacted by an Achilles tendon injury. (Facebook page, 01 Aug 2019)"
2129,UZB,KUCHKOROV Otabek,../../../en/results/rowing/athlete-profile-n1732466-kuchkorov-otabek.htm,ROW, 13 Aug 1997,24.0, Male, PR2,,,,,,,,,
2130,SVK,KUDLACOVA Kristina,../../../en/results/boccia/athlete-profile-n1720056-kudlacova-kristina.htm,BOC, 25 Feb 2001,20.0, Female, BC2,"English, Russian","
 Slovakia",,,,"Slovak boccia athlete Samuel Andrejcik. (Athlete, 27 Aug 2021)","""Never stop dreaming."" (paralympic.sk, 01 Jan 2017)",,
2131,JPN,KUDO Hiroko,../../../en/results/judo/athlete-profile-n1681495-kudo-hiroko.htm,JUD, 9 Nov 1984,36.0, Female, B3,Japanese,"
 Japan",,"To win gold by earning ippon [a full throw that immediately ends the match] at the 2020 Paralympic Games in Tokyo. (Tokyo Para Sports Channel YouTube channel, 10 Nov 2020)",,,,,
2132,JPN,KUDO Shunsuke,../../../en/results/taekwondo/athlete-profile-n1681676-kudo-shunsuke.htm,TKW, 31 Oct 1993,27.0, Male, K44,Japanese,"
 Japan",,"To win a gold medal at the 2020 Paralympic Games in Tokyo. (tokai-tv.com, 14 Feb 2020)",,,"""Smile more when you have a tougher time."" (daitex.co.jp, Feb 2020)",,
2133,RPC,KUKLIN Pavel,../../../en/results/swimming/athlete-profile-n1309724-kuklin-pavel.htm,SWM, 23 Nov 2001,19.0, Male, S8,Russian,"
 Russian Federation",,"To compete at the Paralympic Games. (Athlete, 26 May 2020)","Russian swimmer Alexander Popov, US swimmer Michael Phelps. (Athlete, 26 May 2020)","His parents. (Athlete, 26 May 2020)",,"He has received the title of Master of Sport in the Russian Federation. (paralymp.ru, 10 Apr 2021)",
2134,UGA,KUKUNDAKWE Husnah,../../../en/results/swimming/athlete-profile-n1724812-kukundakwe-husnah.htm,SWM, 25 Mar 2007,14.0, Female, SB8,English,"
 Uganda","2019 for Uganda (Athlete, 07 Sep 2019)","To compete at the 2020 Paralympic Games in Tokyo. (Twitter profile, 30 Apr 2020)","New Zealand Para swimmer Sophie Pascoe, Irish Para swimmer Ellen Keane. (Athlete, 27 Aug 2021)","Her mother. (Athlete, 27 Aug 2021)",,"In 2020 she received the Inspirational Athlete Award at the DSTV Aquatics Excellence Awards. (nocuganda.org, 30 Mar 2020)",
2135,RPC,KULIABIN Mikhail,../../../en/results/swimming/athlete-profile-n1309725-kuliabin-mikhail.htm,SWM, 25 Aug 1998,23.0, Male," S14,SB14,SM14",Russian,"
 Russian Federation","2015 for Russia, International Tournament in Glasgow, Great Britain (Athlete's coach, 24 May 2015)","To win a medal at the Paralympic Games. (Athlete, 06 Mar 2021)","Russian swimmer Vladimir Morozov. (Athlete, 28 Feb 2020)",,,"He was named among the 2019 Best Para Athletes of the Year in the Kirov region of the Russian Federation. (kirov-portal.ru, 16 Jan 2020)",
2136,RPC,KULIATIN Anton,../../../en/results/athletics/athlete-profile-n1329091-kuliatin-anton.htm,ATH, 31 Aug 1991,30.0, Male, T12,Russian,"
 Russian Federation",,"To win a medal at the 2020 Paralympic Games in Tokyo. (Athlete, 22 Oct 2019)","Russian runner Alla Kuliatina [Antipina] [his wife]. (Athlete, 24 Mar 2020)","His family. (Athlete, 24 Mar 2020)",,"In 2020 he received the title of Master of Sport of International Class in the Russian Federation. (minsport.gov.ru, 23 Oct 2020)",
2137,RPC,KULINICH-SOROKINA Anna,../../../en/results/athletics/athlete-profile-n1329090-kulinich-sorokina-anna.htm,ATH, 27 Jun 1992,29.0, Female," T12,F12",Russian,"
 Russian Federation","2011 for Russia, in Antalya, Turkey (Athlete, 07 Oct 2015)","To win gold in javelin at the 2020 Paralympic Games in Tokyo. (Athlete, 22 Oct 2019)",,"Her first coach, and her parents. (Athlete, 24 Aug 2021)","""Enjoy the competition."" (Athlete, 24 Aug 2021)","In recognition of her performance at the 2012 Paralympic Games in London, she received the Order for Merit to the Fatherland [second grade] in the Russian Federation. (kremlin.ru, 10 Sep 2012)","In 2019 she suffered an elbow injury that continued to trouble her into 2021. (Athlete, 24 Aug 2021)"
2138,JPN,KUMAGAI Yutaka,../../../en/results/athletics/athlete-profile-n1727525-kumagai-yutaka.htm,ATH, 14 Feb 1987,34.0, Male, T12,Japanese,"
 Japan",,"To win a medal at the 2020 Paralympic Games in Tokyo. (sakigake.jp, 02 Jul 2021)",,,,,"In 2019 he suffered an injury to the inside of his left knee ahead of the Hokkaido Marathon in August that year. (j-cast.com, 26 Jan 2020)"
2139,IND,KUMAR Amit,../../../en/results/athletics/athlete-profile-n1641649-kumar-amit.htm,ATH, 12 Jan 1985,36.0, Male, F51,"English, Hindi","
 India","2009 for India, World Games in Bengaluru, India (Athlete, 23 Oct 2015)","To win gold at the 2020 Paralympic Games in Tokyo. (timesofindia.indiatimes.com, 01 Jul 2019)","Indian athletics coach Naval Singh. (Athlete, 23 Oct 2015)","Indian Para powerlifter Arun Sondhi. (Athlete, 23 Oct 2015)","""You can paralyse a body, but you cannot paralyse courage."" (Facebook page, 01 Sep 2015)","In 2014 he was presented with the Bheem Award for Excellence in Sports by the government of Haryana in India. (Facebook page, 01 Sep 2015; thesalute.in, 29 Oct 2014)",
2140,IND,KUMAR Rakesh,../../../en/results/archery/athlete-profile-n1669934-kumar-rakesh.htm,ARC, 13 Jan 1985,36.0, Male, W2,,,,"To win gold at the 2020 Paralympic Games in Tokyo. (dailyexcelsior.com, 06 Jun 2019)",,"His brother Ayja. ""From the day I had my accident, my brother has always supported me. And from the day I started archery, he's been with me on the ground."" (dailyexcelsior.com, 06 Jun 2019)",,,
2141,IND,KUMAR Sharad,../../../en/results/athletics/athlete-profile-n1641804-kumar-sharad.htm,ATH, 1 Mar 1992,29.0, Male, T42,"Bengali, English, Hindi, Nepali","
 India","2010 for India (Athlete, 16 Jul 2017)","To win a medal at the 2020 Paralympic Games in Tokyo. (asianage.com, 02 Sep 2017)","Swiss tennis player Roger Federer. (Athlete, 16 Jul 2017)","His brother. (Athlete, 16 Jul 2017)","""Once a fighter, always a winner."" (Athlete, 23 Oct 2015)",,"He suffered a tendon injury in 2015. (indianexpress.com, 24 Jul 2017)"
2142,JPN,KUNIEDA Shingo,../../../en/results/wheelchair-tennis/athlete-profile-n1312842-kunieda-shingo.htm,WTE, 21 Feb 1984,37.0, Male, WT,"English, Japanese","
 Japan",,"To win gold at the 2020 Paralympic Games in Tokyo. (tokyo2020.org, 26 Feb 2020)","Swiss tennis player Roger Federer. (Athlete, 08 Sep 2016)",,"""I think for me, what's important is how many more learning moments I get to have over my career. These moments really elevate your skill. I've spent so much time in the sport, the ideas come a lot faster than they used to. That's why I still feel like I have so much room to grow, and why I still feel like I can get a little better by the end of my career."" (parasapo.tokyo, 01 Jan 2020)","In 2014 he received an Award for Sports Merit from the Minister of Education, Culture, Sports, Science and Technology in Japan. (shingokunieda.com, 01 Feb 2020)","He has been troubled by an injury to his right elbow during his career. He first had surgery on the problem in February 2012, and then had a second operation in April 2016. The injury continued to affect him in the lead-up to the 2016 Paralympic Games, although he was able to compete in Rio de Janeiro. He was then out of action between November 2016 until April 2017. (shingokunieda.com, 01 Feb 2020; sponichi.co.jp, 02 Jan 2020; parasapo.tokyo, 05 Feb 2018; Wow Official YouTube channel, 09 Sep 2016; tennis.jp, 19 Sep 2012)"
2143,RPC,KUNSTMAN Elizaveta,../../../en/results/sitting-volleyball/athlete-profile-n1292225-kunstman-elizaveta.htm,VBS, 6 Aug 1998,23.0, Female, VS1,Russian,"
 Russian Federation","2012 for Russia, World Cup in Egypt (Athlete, 21 Apr 2016)","To compete at the Paralympic Games. (Athlete, 18 Mar 2020)","Jamaican sprinter Usain Bolt, Russian Para swimmer Oxana Guseva. (novayagazeta.ru, 26 Apr 2021; Athlete, 21 Apr 2016)","Her mother. (Athlete, 21 Apr 2016)","""There is always a way out of dead ends. Don't be afraid to take risks because the hardest thing is not doing anything to change life for the better."" (spravedlivo.ru, 23 Jan 2014)","In 2018 she received the title of Honoured Master of Sport in the Russian Federation. (paralymp.ru, 19 Oct 2018)",
2144,THA,KUPAN Panyawut,../../../en/results/football-5-a-side/athlete-profile-n1718894-kupan-panyawut.htm,FB5, 9 May 1994,27.0, Male, B1,Thai,,,"To compete at the 2020 Paralympic Games in Tokyo. (newsdirectory3.com, 05 Jun 2021)",,,"""The sky is high, so we have to walk on the ground."" (Facebook profile, 28 Jul 2021)",,
